birthdate,isBlock,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,pointsJourney,numberJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
12/01/1990,TRUE,0,26.3,0000564292_5-6_03.jpg,TRUE,2,Djedovic,14,20240909T093356+0000,328947,197,TRUE,FALSE,300000,Nihad Djedovic,0000564279_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202039,fit,2324UnicajaLogo.png,JFL,23,Visegrad,Alemania,6.6,<dbl>,<int>,6.6,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,N. Djedovic,Unicaja,35,-13.2
19/11/2000,TRUE,0,29.5,0000567353_5-6_03.jpg,TRUE,2,Balcerowski,2,20240909T093354+0000,276071,216,TRUE,FALSE,330000,Olek Balcerowski,0000567338_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212243,fit,2324UnicajaLogo.png,JFL,14,Swidnica,Polonia,5.5,<dbl>,<int>,5.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,A. Balcerowski,Unicaja,24,-18.5
16/01/1997,TRUE,0,27.2,0000564098_5-6_03.jpg,TRUE,2,Barreiro,7,20240909T093356+0000,261852,203,TRUE,FALSE,190000,Jonathan Barreiro,0000564081_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200191,fit,2324UnicajaLogo.png,JFL,26,Cerceda (A Coruña),España,5.2,<dbl>,<int>,5.2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,J. Barreiro,Unicaja,28,-16.8
28/07/1996,TRUE,0,26.4,0000564399_5-6_03.jpg,TRUE,2,Sima,77,20240909T093356+0000,254074,211,TRUE,FALSE,220000,Yankuba Sima,0000564388_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213230,fit,2324UnicajaLogo.png,JFL,24,Girona,España,5.1,<dbl>,<int>,5.1,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,Y. Sima,Unicaja,28,-16.3
04/03/1991,TRUE,0,21.2,0000564256_5-6_03.jpg,TRUE,2,Ejim,3,20240909T093354+0000,210000,201,FALSE,FALSE,270000,Melvin Ejim,0000564241_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000049,fit,2324UnicajaLogo.png,COT,15,Toronto,Nigeria,4.2,<dbl>,<int>,4.2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,M. Ejim,Unicaja,34,-12.8
16/06/1993,TRUE,0,19.3,0000566264_5-6_03.jpg,TRUE,14,Vives,16,20240909T093413+0000,170667,192,TRUE,FALSE,220000,Guillem Vives,0000566248_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204158,fit,1453195579.png,JFL,126,Barcelona,España,3.4,<dbl>,<int>,3.4,https://supermanager.acb.com/files/logo/1453195579.png,1,FALSE,G. Vives,Joventut Badalona,31,-12.5
02/03/1987,TRUE,0,15.5,0000566439_5-6_03.jpg,TRUE,14,Ribas,4,20240909T093413+0000,145000,196,TRUE,FALSE,240000,Pau Ribas,0000566427_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20200836,fit,1453195579.png,JFL,123,Barcelona,España,2.9,<dbl>,<int>,2.9,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,P. Ribas,Joventut Badalona,38,-9.7
04/10/2006,TRUE,0,3.6,0000566384_5-6_03.jpg,TRUE,14,Ruzic,23,20240909T093411+0000,88406,206,FALSE,FALSE,250000,Michael Ruzic,0000566373_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002869,fit,1453195579.png,EUR,114,Besancon,Croacia,1.9,<dbl>,<int>,-1.2,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,M. Ruzic,Joventut Badalona,18,-5.9
10/05/2003,TRUE,0,3.5,0000566408_5-6_03.jpg,TRUE,14,Allen,21,20240909T093413+0000,150000,205,TRUE,FALSE,150000,Miguel Allen,0000566397_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212073,injured,1453195579.png,JFL,124,La Aldea de San Nicolás,España,0,<NULL>,<int>,3,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,M. Allen,Joventut Badalona,22,2.5
03/11/2007,TRUE,0,6.6,0000566279_5-6_03.jpg,TRUE,14,Platteeuw,19,20240918T090139+0000,57421,210,TRUE,FALSE,110000,Ian Platteeuw,0000566273_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213414,fit,1453195579.png,JFL,230,Barcelona,España,0,<dbl>,<int>,5.7,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,I. Platteeuw,Joventut Badalona,17,4.9
15/04/2005,TRUE,0,3.9,0000566425_5-6_03.jpg,TRUE,14,Majoral,20,20241102T204553+0000,85000,187,TRUE,FALSE,100000,Pau Majoral,0000566420_5-6_03.jpg,NA,fit,1453195579.png,JFL,246,Badalona,España,0,<dbl>,<int>,3.4,https://supermanager.acb.com/files/logo/1453195579.png,1,FALSE,P. Majoral,Joventut Badalona,20,2.9
20/03/2007,TRUE,0,2.3,0000564223_5-6_03.jpg,TRUE,2,Trujillo,51,20250125T215502+0000,100000,194,TRUE,FALSE,100000,Manuel Trujillo,0000564211_5-6_03.jpg,NA,fit,2324UnicajaLogo.png,JFL,281,Málaga,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,M. Trujillo,Unicaja,18,1.7
12/09/2006,TRUE,0,5,0000776974_5-6_03.jpg,TRUE,14,Torres,18,20250127T155509+0000,72250,203,TRUE,FALSE,100000,Adrián Torres,0000776967_5-6_03.jpg,NA,fit,1453195579.png,JFL,282,Bunyola,España,0,<dbl>,<int>,4.3,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,A. Torres,Joventut Badalona,18,3.7
03/07/2003,TRUE,0,121.8,0000566693_5-6_03.jpg,TRUE,9,Montero,8,20240909T150136+0000,1138214,188,FALSE,FALSE,625000,Jean Montero,0000566675_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000514,fit,1654748673.png,COT,183,Santo Domingo,República Dominicana,22.8,<dbl>,<int>,22.8,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,J. Montero,Valencia Basket,21,-76.3
05/08/1993,TRUE,0,96.7,0000566754_5-6_03.jpg,TRUE,9,Costello,24,20240909T150136+0000,812813,208,FALSE,FALSE,540000,Matt Costello,0000566734_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000032,fit,1654748673.png,COT,182,Linwood (Míchigan),Costa de Marfil,16.3,<dbl>,<int>,16.3,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,M. Costello,Valencia Basket,31,-64.2
10/04/1993,TRUE,0,72.3,0000605825_5-6_03.jpg,TRUE,9,Jones,7,20240909T150138+0000,811818,188,FALSE,FALSE,500000,Chris Jones,0000566624_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002048,fit,1654748673.png,EUR,194,Garland (Texas),Armenia,16.2,<dbl>,<int>,16.2,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,C. Jones,Valencia Basket,32,-39.8
03/01/2001,TRUE,0,78.2,0000566666_5-6_03.jpg,TRUE,9,Pradilla,4,20240909T150138+0000,657500,202,TRUE,FALSE,280000,Jaime Pradilla,0000566655_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211129,fit,1654748673.png,JFL,193,Zaragoza,España,13.2,<dbl>,<int>,13.1,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Pradilla,Valencia Basket,24,-51.9
03/02/1998,TRUE,0,23.8,0000570719_5-6_03.jpg,TRUE,11,Moore,2,20240909T093407+0000,605188,185,FALSE,FALSE,575000,Charlie Moore,0000570711_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003393,injured,breogan_00.png,EXT,87,Ilinois,EE.UU.,12.8,<NULL>,<int>,5.6,https://supermanager.acb.com/files/logo/breogan_00.png,1,TRUE,C. Moore,Río Breogán,27,-12.5
30/03/2001,TRUE,0,56.8,0000770626_5-6_03.jpg,TRUE,11,Grant,3,20241220T183905+0000,617391,188,FALSE,FALSE,400000,Dae Dae Grant,0000770619_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003818,fit,breogan_00.png,EXT,268,Ohio,EE.UU.,12.3,<dbl>,<int>,12.3,https://supermanager.acb.com/files/logo/breogan_00.png,1,TRUE,D. Grant,Río Breogán,24,-32.1
05/12/1994,TRUE,0,70.3,0000566828_5-6_03.jpg,TRUE,9,Ojeleye,37,20240909T150136+0000,606129,201,FALSE,FALSE,575000,Semi Ojeleye,0000566811_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002811,fit,1654748673.png,COT,184,Kansas,Nigeria,12.1,<dbl>,<int>,12.1,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,S. Ojeleye,Valencia Basket,30,-46.1
15/06/1994,TRUE,0,57.2,0000607096_5-6_03.jpg,TRUE,11,Mavra,19,20241206T113336+0000,583600,195,FALSE,FALSE,275000,Dominik Mavra,0000607092_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212431,fit,breogan_00.png,EUR,262,Zadar,Croacia,11.7,<dbl>,<int>,11.7,https://supermanager.acb.com/files/logo/breogan_00.png,1,FALSE,D. Mavra,Río Breogán,30,-33.8
17/02/1999,TRUE,0,64.2,0000566619_5-6_03.jpg,TRUE,9,Badio,0,20240909T150136+0000,553871,191,FALSE,FALSE,430000,Brancou Badio,0000566600_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000107,fit,1654748673.png,COT,185,Rufisque,Senegal,11.1,<dbl>,<int>,11.1,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,B. Badio,Valencia Basket,26,-42.1
04/04/1997,TRUE,0,60,0000570882_5-6_03.jpg,TRUE,11,Sakho,18,20240909T093407+0000,531000,207,TRUE,FALSE,290000,Jordan Sakho,0000570867_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212244,injured,breogan_00.png,JFL,83,Kinshasa,Rep. Democrática del Congo,10.6,<dbl>,<int>,10.6,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,J. Sakho,Río Breogán,28,-38.8
01/06/1999,TRUE,0,57.7,0000570925_5-6_03.jpg,TRUE,11,Nakic,99,20240909T093407+0000,524483,201,FALSE,FALSE,300000,Toni Nakic,0000570911_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001899,fit,breogan_00.png,EUR,80,Sibenik,Croacia,10.5,<dbl>,<int>,10.5,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,T. Nakic,Río Breogán,26,-36.7
30/01/2000,TRUE,0,7.9,0000814041_5-6_03.jpg,TRUE,9,Soriano,12,20250522T081749+0000,379500,208,FALSE,FALSE,330000,Joel Soriano,0000814035_5-6_03.jpg,NA,fit,1654748673.png,COT,320,Nueva York,República Dominicana,9.6,<dbl>,<int>,5.6,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Soriano,Valencia Basket,25,3.3
08/03/1999,TRUE,0,55.3,0000566717_5-6_03.jpg,TRUE,9,Puerto,2,20240909T150138+0000,465000,199,TRUE,FALSE,150000,Josep Puerto,0000566702_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210392,fit,1654748673.png,JFL,192,Almussafes,España,9.3,<dbl>,<int>,9.3,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,J. Puerto,Valencia Basket,26,-36.7
30/09/1998,TRUE,0,44.6,0000566769_5-6_03.jpg,TRUE,9,Reuvers,3,20240909T150137+0000,428519,211,FALSE,FALSE,170000,Nate Reuvers,0000566757_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002724,fit,1654748673.png,EUR,188,Minnesota,Hungría,8.6,<dbl>,<int>,8.6,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,N. Reuvers,Valencia Basket,26,-27.4
19/05/1997,TRUE,0,45.6,0000566908_5-6_03.jpg,TRUE,9,López-A.,6,20240909T150137+0000,414828,200,TRUE,FALSE,330000,Xabi López-Arostegui,0000566892_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211660,fit,1654748673.png,JFL,190,Getxo,España,8.3,<dbl>,<int>,8.3,https://supermanager.acb.com/files/logo/1654748673.png,3,FALSE,López-Arostegui,Valencia Basket,28,-29
04/12/2005,TRUE,0,35.2,0000566845_5-6_03.jpg,TRUE,9,De Larrea ,5,20240909T150138+0000,409048,198,TRUE,FALSE,120000,Sergio de Larrea,0000566835_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001360,fit,1654748673.png,JFL,191,Valladolid,España,8.2,<dbl>,<int>,8.2,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,S. de Larrea,Valencia Basket,19,-18.8
19/01/1997,TRUE,0,39.1,0000570781_5-6_03.jpg,TRUE,11,Atic,7,20240909T093407+0000,399200,201,FALSE,FALSE,190000,Edin Atic,0000570764_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003430,injured,breogan_00.png,EUR,79,Bugojno,Bosnia y Herzegovina,8,<dbl>,<int>,8,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,E. Atic,Río Breogán,28,-23.2
12/05/1997,TRUE,0,41.1,0000566786_5-6_03.jpg,TRUE,9,Sestina,77,20240909T150137+0000,354194,205,FALSE,FALSE,300000,Nate Sestina,0000566778_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003405,fit,1654748673.png,EXT,189,St. Marys (Pensilvania),EE.UU.,7.1,<dbl>,<int>,7.1,https://supermanager.acb.com/files/logo/1654748673.png,5,TRUE,N. Sestina,Valencia Basket,28,-26.9
03/10/1995,TRUE,0,43.3,0000570758_5-6_03.jpg,TRUE,11,Apic,8,20240909T150142+0000,355152,206,FALSE,FALSE,390000,Dragan Apic,0000570747_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000194,fit,breogan_00.png,EUR,209,Novi Sad,Serbia,7.1,<dbl>,<int>,7.1,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,D. Apic,Río Breogán,29,-29.1
24/01/1998,TRUE,0,38.7,0000570708_5-6_03.jpg,TRUE,11,Aranitovic,17,20240909T093407+0000,351379,195,FALSE,FALSE,420000,Aleksandar Aranitovic,0000570693_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003394,fit,breogan_00.png,EUR,81,Belgrado,Croacia,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,A. Aranitovic,Río Breogán,27,-24.6
11/02/1994,TRUE,0,35.2,0000605846_5-6_03.jpg,TRUE,9,Brimah,35,20240927T104037+0000,348846,213,FALSE,FALSE,370000,Amida Brimah,0000605835_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003505,injured,1654748673.png,COT,234,Accra,Ghana,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,A. Brimah,Valencia Basket,31,-21.3
03/11/1990,TRUE,0,29.7,0000566880_5-6_03.jpg,TRUE,9,Jovic,16,20240909T150137+0000,345714,198,FALSE,FALSE,270000,Stefan Jovic,0000566863_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002442,injured,1654748673.png,EUR,186,Nis,Serbia,6.9,<dbl>,<int>,6.9,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,S. Jovic,Valencia Basket,34,-15.9
31/12/1995,TRUE,0,20.3,0000783340_5-6_03.jpg,TRUE,11,Touré,21,20250207T165658+0000,326923,213,FALSE,FALSE,370000,Boubacar Touré,0000783335_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002729,fit,breogan_00.png,COT,288,Dakar,Senegal,6.5,<dbl>,<int>,6.5,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,B. Touré,Río Breogán,29,-7.2
19/01/2000,TRUE,0,27.9,0000775437_5-6_03.jpg,TRUE,11,Kurucs,47,20240909T150133+0000,275769,193,TRUE,FALSE,110000,Arturs Kurucs,0000775436_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211887,fit,breogan_00.png,JFL,167,Cesis,Letonia,5.5,<dbl>,<int>,5.5,https://supermanager.acb.com/files/logo/breogan_00.png,3,FALSE,A. Kurucs,Río Breogán,25,-16.8
15/05/1998,TRUE,0,31.2,0000570814_5-6_03.jpg,TRUE,11,Vila,4,20240909T150142+0000,256061,209,TRUE,FALSE,200000,Eric Vila,0000570800_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211456,fit,breogan_00.png,JFL,208,Girona,España,5.1,<dbl>,<int>,5.1,https://supermanager.acb.com/files/logo/breogan_00.png,5,FALSE,E. Vila,Río Breogán,27,-21
17/08/1991,TRUE,0,13.4,0000570831_5-6_03.jpg,TRUE,11,Quintela,23,20240909T093407+0000,145217,184,TRUE,FALSE,130000,Erik Quintela,0000570818_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001182,fit,breogan_00.png,JFL,85,Lugo,España,2.9,<dbl>,<int>,2.9,https://supermanager.acb.com/files/logo/breogan_00.png,1,FALSE,E. Quintela,Río Breogán,33,-7.6
10/03/1998,TRUE,0,17.2,0000809841_5-6_03.jpg,TRUE,11,Hughes,11,20250418T111932+0000,112202,198,FALSE,FALSE,350000,Elijah Hughes,0000809831_5-6_03.jpg,NA,fit,breogan_00.png,EXT,316,New York,EE.UU.,0.5,<dbl>,<int>,14.6,https://supermanager.acb.com/files/logo/breogan_00.png,3,TRUE,E. Hughes,Río Breogán,27,11.9
22/02/2006,TRUE,0,2.3,0000566929_5-6_03.jpg,TRUE,9,Carot,10,20241201T174123+0000,100000,203,TRUE,FALSE,100000,Jorge Carot,0000566924_5-6_03.jpg,NA,fit,1654748673.png,JFL,258,Valencia,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,J. Carot,Valencia Basket,19,1.7
07/05/1996,TRUE,0,41.6,0000566644_5-6_03.jpg,TRUE,9,Happ,22,20240909T150137+0000,297282,208,FALSE,FALSE,670000,Ethan Happ,0000566638_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001954,injured,1654748673.png,EUR,187,Milan (Illinois),Macedonia del Norte,-0.1,<NULL>,<int>,36.3,https://supermanager.acb.com/files/logo/1654748673.png,5,FALSE,E. Happ,Valencia Basket,29,30.9
20/10/2005,TRUE,0,10,0000566941_5-6_03.jpg,TRUE,9,Marí,23,20241201T174123+0000,72250,197,TRUE,FALSE,100000,Lucas Marí,0000566931_5-6_03.jpg,NA,fit,1654748673.png,JFL,257,Valencia,España,-2.5,<NULL>,<int>,9.3,https://supermanager.acb.com/files/logo/1654748673.png,1,FALSE,L. Marí,Valencia Basket,19,8.7
02/04/1989,TRUE,0,120.9,0000564894_5-6_03.jpg,TRUE,7,Shermadini,19,20240909T093402+0000,1042581,217,FALSE,FALSE,800000,Giorgi Shermadini,0000564886_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210659,fit,2425LaLagunaTenerifeLogo.png,EUR,54,Mtskheta,Georgia,20.9,<dbl>,<int>,20.9,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,G. Shermadini,La Laguna Tenerife,36,-79.2
25/05/1983,TRUE,0,113.6,0000569150_5-6_03.jpg,TRUE,7,Huertas,9,20240909T093403+0000,1005333,191,FALSE,FALSE,600000,Marcelinho Huertas,0000569143_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20201760,fit,2425LaLagunaTenerifeLogo.png,EUR,56,Sao Paulo,Italia,20.1,<dbl>,<int>,20.1,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,M. Huertas,La Laguna Tenerife,42,-73.4
17/09/1997,TRUE,0,112.4,0000567117_5-6_03.jpg,TRUE,10,Alston,21,20240909T150140+0000,898824,206,FALSE,FALSE,600000,Derrick Alston Jr.,0000567112_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003416,fit,75632.png,EXT,200,Texas,EE.UU.,18,<dbl>,<int>,18,https://supermanager.acb.com/files/logo/75575.png,5,TRUE,D. Alston Jr.,BAXI Manresa,27,-76.4
23/12/1992,TRUE,0,63.5,0000564880_5-6_03.jpg,TRUE,7,Guerra,35,20240909T093404+0000,765500,214,TRUE,FALSE,360000,Fran Guerra,0000564866_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209934,injured,2425LaLagunaTenerifeLogo.png,JFL,65,Las Palmas de Gran Canaria,España,15.3,<NULL>,<int>,15.3,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,F. Guerra,La Laguna Tenerife,32,-32.9
25/08/1997,TRUE,0,80.7,0000567041_5-6_03.jpg,TRUE,10,Hunt,24,20240909T150140+0000,695484,191,FALSE,FALSE,400000,Cameron Hunt,0000567032_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003415,fit,75632.png,EXT,201,Nebraska,EE.UU.,13.9,<dbl>,<int>,13.9,https://supermanager.acb.com/files/logo/75575.png,3,TRUE,C. Hunt,BAXI Manresa,27,-52.9
02/08/1991,TRUE,0,67.3,0000564827_5-6_03.jpg,TRUE,7,Fitipaldo,6,20240909T093403+0000,646667,183,FALSE,FALSE,210000,Bruno Fitipaldo,0000564816_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212972,fit,2425LaLagunaTenerifeLogo.png,EUR,58,Montevideo,Italia,12.9,<dbl>,<int>,12.9,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,B. Fitipaldo,La Laguna Tenerife,33,-41.4
14/01/1997,TRUE,0,65.5,0000564851_5-6_03.jpg,TRUE,7,Kramer,1,20240909T093403+0000,580000,196,FALSE,FALSE,220000,David Kramer,0000564842_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002716,fit,2425LaLagunaTenerifeLogo.png,EUR,57,Myjava,Alemania,11.6,<dbl>,<int>,11.6,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,D. Kramer,La Laguna Tenerife,28,-42.3
30/07/1997,TRUE,0,71.5,0000567150_5-6_03.jpg,TRUE,10,Cate,97,20240909T150141+0000,572059,207,TRUE,FALSE,540000,Emanuel Cate,0000567141_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210914,fit,75632.png,JFL,205,Bucarest,Rumanía,11.4,<dbl>,<int>,11.4,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,E. Cate,BAXI Manresa,27,-48.6
05/12/1985,TRUE,0,63.9,0000564802_5-6_03.jpg,TRUE,7,Doornekamp,42,20240909T093402+0000,550968,201,FALSE,FALSE,215000,Aaron Doornekamp,0000564799_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212189,fit,2425LaLagunaTenerifeLogo.png,EUR,52,Napanee,Países Bajos,11,<dbl>,<int>,11,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,A. Doornekamp,La Laguna Tenerife,39,-41.9
26/09/1991,TRUE,0,59.5,0000565044_5-6_03.jpg,TRUE,7,Scrubb,11,20240909T093402+0000,512903,198,FALSE,FALSE,625000,Thomas Scrubb,0000565038_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001166,fit,2425LaLagunaTenerifeLogo.png,EUR,53,Montreal,Reino Unido,10.3,<dbl>,<int>,10.3,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,T. Scrubb,La Laguna Tenerife,33,-39
17/09/1989,TRUE,0,52.9,0000565070_5-6_03.jpg,TRUE,7,Abromaitis,21,20240909T093403+0000,455806,203,FALSE,FALSE,350000,Tim Abromaitis,0000565058_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211625,fit,2425LaLagunaTenerifeLogo.png,EUR,55,Waterbury (Connecticut),EE.UU.,9.1,<dbl>,<int>,9.1,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,T. Abromaitis,La Laguna Tenerife,35,-34.6
04/06/1993,TRUE,0,32.3,0000564937_5-6_03.jpg,TRUE,7,Fernández,3,20240909T093404+0000,455625,186,TRUE,FALSE,370000,Jaime Fernández,0000564927_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204124,fit,2425LaLagunaTenerifeLogo.png,JFL,63,Madrid,España,9.1,<dbl>,<int>,9.1,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,J. Fernández,La Laguna Tenerife,32,-14.1
14/04/2006,TRUE,0,54.3,0000567241_5-6_03.jpg,TRUE,10,Saint-Supery,17,20240909T150140+0000,445455,194,TRUE,FALSE,140000,Mario Saint-Supery,0000567230_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213210,fit,75632.png,JFL,203,Málaga,España,8.9,<dbl>,<int>,8.9,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,M. Saint-Supery,BAXI Manresa,19,-36.5
06/07/1993,TRUE,0,52.9,0000567306_5-6_03.jpg,TRUE,10,Obasohan,32,20240909T150139+0000,433333,191,FALSE,FALSE,350000,Retin Obasohan,0000567284_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003414,fit,75632.png,EUR,197,Borgerhout,Bélgica,8.7,<dbl>,<int>,8.7,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,R. Obasohan,BAXI Manresa,31,-35.5
17/12/1993,TRUE,0,44.1,0000566990_5-6_03.jpg,TRUE,10,Reyes,8,20240909T150141+0000,412500,202,TRUE,FALSE,200000,Álex Reyes,0000566978_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20204133,fit,75632.png,JFL,207,Cáceres,España,8.3,<dbl>,<int>,8.3,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,A. Reyes,BAXI Manresa,31,-27.6
21/10/1997,TRUE,0,41,0000567026_5-6_03.jpg,TRUE,10,Massa,11,20240909T150140+0000,383571,208,FALSE,FALSE,450000,Bodian Massa,0000567016_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003419,fit,75632.png,EUR,199,Marseille,Francia,7.7,<dbl>,<int>,7.7,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,B. Massa,BAXI Manresa,27,-25.7
23/01/2003,TRUE,0,13.4,0000783319_5-6_03.jpg,TRUE,10,Traore,94,20250228T171931+0000,352000,203,FALSE,FALSE,480000,Armel Traore,0000783312_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003917,injured,75632.png,EUR,297,Creteil,Francia,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,A. Traore,BAXI Manresa,22,0.7
